"Rank","Song","Artist","Year","Lyrics","Source"
52,"most girls","pink",2000," i never cared too much for love it was all a bunch of mush that i just did not want paid was the issue of the day if my girlfriends got some game couldnt be more fly gettin paid was everythingbut im not every girl and i dont need that world to validate me cause shorty got a job shorty got a car and shorty can pay her own rent dont wanna dance if it is not in my heartmost girls want a man with the bling bling got my own thing got the ching ching i just want real love most girls want a man with the mean green dont wanna dance if he cant be everything that i dream of a man that understands real loveoh oh oh oh oh oh oh oh ohi was a girl about the floss it was all about the cost how much he spent on me seek for a man whos got the means to be giving you diamond rings its what every fly girl could want or even dreambut im not every girl and i dont need no g to care of me cause shorty got a job shorty got a car shorty can pay her own rent dont wanna dance if it is not in my heart no nomost girls want a man with the bling bling got my own thing got the ching ching i just want real love most girls want a man with the mean green dont wanna dance if he cant be everything that i dream of a man that understands real lovemost girls want a man with the bling bling got my own thing got the ching ching i just want real love most girls want a man with the mean green dont wanna dance if he cant be everything that i dream of a man that understands real loveoh oh oh oh oh oh oh oh ohbut im not every girl and i dont need no g to take care of me no cause shorty got a job shorty got a car and shorty can pay her own rent dont wanna dance if it is not in my heartmost girls want a man with the bling bling got my own thing got the ching ching i just want real love most girls want a man with the mean green dont wanna dance if he cant be everything that i dream of a man that understands real lovemost girls want a man with the bling bling got my own thing got the ching ching i just want real love most girls want a man with the mean green dont wanna dance if he cant be everything that i dream of a man that understands real loveoh oh oh oh oh oh oh oh ohi i just want real love said i gotta have real love everything can you be everything that i dream of ",1
53,"wifey","next",2000," you never tried me always stood right by me make living lively highly spoken of my only love the only one youre my wifey make my life complete sweet but you know when to flip it street freak but only when it comes to me see thats why youre my wifeythis you should know cause you had my mind blown ohh ohh full of junk at the club on bump like what i had to have you babe saw you outside passenger side cause i let my best friend drive you was in line thats when you caught my eyes girlyou were so beautiful girl it was so critical girl you looked so crucial girl something about you is everything you are mineyou never tried me always stood right by me make living lively highly spoken of my only love the only one youre my wifey make my life complete sweet but you know when to flip it street freak but only when it comes to me see thats why youre my wifeyyou know youre sexy too i like your attitude i aint even mad at you girl youre still my boo either braids or weave skirt or jeans youre still my queen baby girl go do your thing im so glad youre on my teamyou are so beautiful girl it is so critical girl you looked so crucial girl something about you is everything you are mineyou never tried me always stood right by me make living lively highly spoken of my only love the only one youre my wifey make my life complete sweet but you know when to flip it street freak but only when it comes to me see thats why youre my wifeysomeone i can spend my life with leave the keys to the benz wedding band with your gems youre someone i feel all right with someone to have my kids someone i can depend onyou never tried me always stood right by me make living lively highly spoken of my only love the only one youre my wifey make my life complete sweet but you know when to flip it street freak but only when it comes to me see thats why youre my wifeyskinny designer fit real jiggy aint afraid to hump with me when we get busy ride out i lickylicky till i get dizzy toes done fresh scent i think its sizzy hose none shes the one who was down with me used to struggle now we bubble count the gs with me pop the champagne lets take a sippysippy describe you i try to youre my wifeywill you be my wifey yes ill be your wifey say youll be my wifey girl yea yea yea yea yea yea yea yea will you be my wifey yes ill be your wifey oh say youll be my wifey girl yea yea yea yea yea yea yea yea ",1
54,"wonderful","everclear",2000," hey aint life wonderful wonderful wonderful wonderful wonderful wonderful isnt it wonderful wonderful wonderful wonderful wonderful wonderful life is so wonderful isnt everything wonderful isnt it wonderful nowi close my eyes when i get too sad i think thoughts that i know are bad close my eyes and i count to ten hope its over when i open them i want the things that i had before like a star wars poster on my bedroom door i wish i could count to ten make everything be wonderful againhope my mom and i hope my dad will figure out why they get so mad hear them scream i hear them fight they say bad words that make me wanna cry close my eyes when i go to bed and i dream of angels who make me smile i feel better when i hear them say everything will be wonderful somedaypromises mean everything when youre little and the worlds so big i just dont understand how you can smile with all those tears in your eyes tell me everything is wonderful nowplease dont tell me everything is wonderful nowi go to school and i run and play i tell the kids that its all okay i laugh aloud so my friends wont know when the bell rings i just dont wanna go home go to my room and i close my eyes i make believe that i have a new life i dont believe you when you say everything will be wonderful somedaypromises mean everything when youre little and the world is so big i just dont understand how you can smile with all those tears in your eyes when you tell me everything is wonderful nowno no i dont wanna hear you tell me everything is wonderful now no no i dont wanna hear you tell me everything is wonderful nowi dont wanna hear you say that i will understand someday no no no no i dont wanna hear you say you both have grown in a different way no no no noi dont wanna meet your friends and i dont wanna start over again i just want my life to be the same just like it used to be some days i hate everything i hate everything everyone and everything please dont tell me everything is wonderful nowno please dont tell me everything is wonderful now please dont tell me everything is wonderful now i dont wanna hear you tell me everything is wonderful now no please dont tell me everything is wonderful noweverything is wonderful now everything is wonderful now everything is wonderful now  ",1
55,"oops i did it again","britney spears",2000," yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeahi think i did it again i made you believe were more than just friends oh baby it might seem like a crush but it doesnt mean that im serious cause to lose all my senses that is just so typically me oh baby babyoops i did it again i played with your heart got lost in the game oh baby baby oops you think im in love that im sent from above im not that innocentyou see my problem is this im dreaming away wishing that heroes they truly exist i cry watching the days cant you see im a fool in so many ways but to lose all my senses that is just so typically me oh baby ohoops i did it again i played with your heart got lost in the game oh baby baby oops you think im in love that im sent from above im not that innocentyeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeahall aboard britney before you go theres something i want you to have oh its beautiful but wait a minute isnt this yeah yes it is but i thought the old lady dropped it into the ocean in the end well baby i went down and got it for you aww you shouldnt haveoops i did it again to your heart got lost in this game oh baby oops you think that im sent from above im not that innocentoops i did it again i played with your heart got lost in the game oh baby baby oops you think im in love that im sent from above im not that innocentoops i did it again i played with your heart got lost in the game oh baby baby oops you think im in love that im sent from above im not that innocent ",1
56,"i wanna love you forever","jessica simpson",2000," you set my soul at ease chased darkness out of view left your desperate spell on me say you feel it too i know you doive got so much more to give this cant die i yearn to live pour yourself all over me and ill cherish every drop here on my kneesi wanna love you forever and this is all im asking of you ten thousand lifetimes together is that so much for you to docuz from the moment that i saw your face and felt the fire in your sweet embrace i swear i knew im gonna love you forevermy mind fails to understand what my heart tells me to do and id give up all i have just to be with you and that would doive always been taught to win and i never thought id fall be at the mercy of a man ive never been now i only want to be right where you arei wanna love you forever and this is all im asking of you ten thousand lifetimes together is that so much for you to docuz from the moment that i saw your face and felt the fire in your sweet embrace i swear im gonna love you foreverin my life ive learned that heaven never waits no lets take this now before its gone like yesterday cuz when im with you theres no where else that i would ever wanna be no im breathin for the next second i can feel you loving me im gonna love forever forever foreverim gonna love im gonna love im gonna love im gonna lovei wanna love you forever oh and this is all im asking of you ten thousand lifetimes together is that so much for you to docuz from the moment that i saw your face and felt the fire in your sweet embrace im gonna love you forever forever andi wanna love you forever everyday everyday ten thousand lifetimes togethercuz from the moment that i saw your face and felt the fire in your sweet embrace im gonna love you forever foreveri wanna love you forever ten thousand lifetimes together ",1
57,"give me just one night una noche","98 degrees",2000," lips keep telling me you want me hold me close all through the night and i know deep inside you need me no one else can make it rightdont you try to hide the secrets i can see it in your eyes you said the words without speaking now im gonna make you minegive me just one night una noche a moment to be by your side give me just one night una noche ill give you the time of your life the time of your life ill give you the time of your life oh baby yeahyour eyes of passion make me crazy your existence makes me wild i wanna loosen up your feelings see whats hiding insidejust give me just one night una noche a moment to be by your side give me just one night una noche ill give you the time of your life the time of your life yeah oh babyaye que rico me pone loca como te mueves como me toca tu movimiento tu sentimiento si yo te quiero te doy la noche toda la noche aye vamosgive me just one night just give me one night baby a moment to be by your side give me just one night just one night oh babyill give you the time of your life ill give you the time of your life give me just one nightgive me just one night una noche a moment to be by your side a moment to be by your side give me just one night una noche oh yeah ill give you the time of your life come on come on come on now babygive me just one night una noche a moment to be by your side a moment to be by your side give me just one night una noche ill give you the time of your life ill give you the time of your life the time of your life yeah alright oh yeah ",1
58,"take a picture","filter",2000," awake on my airplane awake on my airplane my skin is bare my skin is theirs awake on my airplane awake on my airplane my skin is bare my skin is theirsi feel like a newborn and i feel like a newborn awake on my airplane awake on my airplane i feel so realcould you take my picture cuz i wont remember could you take my picture cuz i wont remember yeahi dont believe in i dont believe in in your sanctity your privacy i dont believe in i dont believe in sanctity a hypocrisycould everyone agree that no one should be left alone could everyone agree that they should not be left alone yeahand i feel like a newborn and i feel like a newborn kicking and screamingcould you take my picture cuz i wont remember could you take my picture cuz i wont remember yeahhey dad what do you think about your son now ah hey dad what do you think about your son nowcould you take my picture cuz i wont remember could you take my picture cuz i wont remember could you take my picture cuz i wont remember yeah ",1
59,"otherside","red hot chili peppers",2000," how long how long will i slide separate my side i dont i dont believe its bad slittin my throat its all i everi heard your voice through a photograph i thought it up it brought up the past once you know you can never go back ive got to take it on the othersidecenturies are what it meant to me a cemetery where i marry the sea stranger things could never change my mind ive got to take it on the otherside take it on the otherside take it on take it onhow long how long will i slide separate my side i dont i dont believe its bad slittin my throat its all i everpour my life into a paper cup the ashtrays full and im spillin my guts she wants to know am i still a slut ive got to take it on the othersidescarlet starlet and shes in my bed a candidate for my soul mate bled push the trigger and pull the thread ive got to take it on the otherside take it on the otherside take it on take it onhow long how long will i slide separate my side i dont i dont believe its bad slittin my throat its all i everturn me on take me for a hard ride burn me out leave me on the otherside i yell and tell it that its not my friend i tear it down i tear it down and then its born againhow long how long will i slide separate my side i dont i dont believe its bad slittin my throat its all i ever how long i dont believe its bad slittin my throat its all i ever ",1
60,"big pimpin","jayz featuring ugk",2000," uh uh uh uh its big pimpin baby its big pimpin spendin gs feel me uhhuh uhh uhhuh gegegeyeah geyeah gegegeyeah geyeahyou know i thug em fuck em love em leave em cause i dont fuckin need em take em out the hood keep em lookin good but i dont fuckin feed em first time they fuss im breezin talkin bout whats the reasons im a pimp in every sense of the word bitch better trust than believe em in the cut where i keep em til i need a nut til i need to beat the guts then its beep beep and im pickin em up let em play with the dick in the truck many chicks want to put jigga fist in cuffs divorce him and split his bucks just because you got good head im a break bread so you can be livin it up shit i parts with nothin yall be frontin me give my heart to a woman not for nothin never happen ill be forever mackin heart cold as assassins i got no passion i got no patience and i hate waitin hoe get yo ass in and lets ride check em out now ride yeah and lets ride check em out now ride yeahwe doin big pimpin we spendin cheese check em out now big pimpin on blads we doin big pimpin up in nyc its just that jigga man pimp c and bun b yo yo yo big pimpin spendin cheese we doin big pimpin on blads we doin big pimpin up in nyc its just that jigga man pimp c and bun bnigga its the big southern rap impresario comin straight up out the black barrio makes a mill up off a sorry hoe then sit back and peep my scenario oops my bad thats my scenario no i cant fuck a scary hoe now every time every place everywhere we go hoes start pointin they say there he go now these motherfuckers know we carry mo heat than a little bit we dont pull it out over little shit and if you catch a lick when i spit then it wont be a little hit go read a book you illiterate son of a bitch and step up yo vocab dont be surprised if yo hoe stab out with me and you see us comin down on yo slab livin ghetto fabulous so mad you just cant take it but nigga if you hatin i then you wait while i get yo bitch buttnaked just break it you gotta pay like you weigh wet wit two pairs of clothes on now get yo ass to the back as im flyin to the track timbaland let me spit my pros on pump it up in the prozone thats the track that we breakin these hoes on aint the track that we flows on but when shit get hot then the glock start poppin like ozone we keep hoes crunk like triggerman fo real it dont get no bigger man dont trip lets flip gettin throwed on the flip gettin blowed with the motherfuckin jigga man foolwe be big pimpin spendin cheese we be big pimpin on blads we be big pimpin down in pat its just that jigga man pimp c and bun b cause we be big pimpin spendin cheese and we be big pimpin on blads cause we be big pimpin in pat its just that jigga man pimp c and bun b niggauh smokin out throwin up keepin lean up in my cup all my car got leather and wood in my hood we call it buck everybody want to ball holla at broads at the mall if he up watch him fall nigga i cant fuck with yall if i wasnt rappin baby i would still be ridin mercedes chromin shinin sippin daily no rest until whitey pay me uh now what yall know bout them texas boys comin down in candied toys smokin weed and talkin noisewe be big pimpin spendin cheese we be big pimpin on blads we be big pimpin down in pat its just that jigga man pimp c and bun b cause we be big pimpin spendin cheese and we be big pimpin on blads cause we be big pimpin in pat its just that jigga man pimp c and bun b nigga ",1
61,"a puro dolor","son by four",2000," perdona si te estoy llamando en este momento pero me haca falta escuchar de nuevo aunque sea un instante tu respiraciondisculpa se que estoy violando nuestro juramento se que ests con alguien que no es el momento pero hay algo urgente que decirte hoyestoy muriendo muriendo por verte agonizando muy lento y muy fuertevida devulveme mis fantasas mis ganas de vivir la vida devulveme el airecarino mio sin ti yo me siento vacio las tardes son un laberinto y las noches me saben a puro dolorquisiera decirte que hoy estoy de maravilla que no me ha afectado lo de tu partida pero con un dedo no se tapa el solestoy muriendo muriendo por verte agonizando muy lento y muy fuertevida devulveme mis fantasas mis ganas de vivir la vida devulveme el airecarino mio sin ti yo me siento vaco las tardes son un laberinto y las noches me saben a puro dolorson by four me estoy muriendo agonizando de dolor a puro dolor agonizando pues no te tengo a mi ladome estoy muriendo agonizando de dolor a puro dolor a puro dolor vuelve por favor uuh oohson by four is that crazy my soul carino mio las noches me saben a puro dolor a puro dolorvida devulveme mis fantasas mis ganas de vivir la vida devulveme el airecarino mio sin ti yo me siento vaco las tardes son un laberinto y las noches me saben a puro dolor ",1
62,"he cant love u","jagged edge",2000," i aint no hater or nothing but he cant love you like i can trust me ooh ooh oohas the clock strikes twelve im sitting here wondering how the hell did i let you leave and baby i know that i did my share of things to deceive you im just trying to get an understanding of what to do cause im half way going crazy girl they cant fade mehe cant love you like i love you baby you know it too and you should never wanna be with a man if he cant be a man and do the things to you like i canhe cant love you like i love you baby you know it too and you should never wanna be with a man if he cant be a man and do the things to you like i cani stop and i wait and i think that i never met someone to make me feel like im ready to love so i gotta do what i gotta do just to keep you keep you here with me baby now i feel its time for me to say that i need you boo and i cant go a day without your loving baby i cant live without youi know you know no matter if you want it baby aint no ifs or buts or maybes and i know that one day youll see that he cant really love you like i love youhe cant love you like i love you baby you know it too and you should never wanna be with a man if he cant be a man and do the things to you like i canhe cant love you like i love you baby you know it too and you should never wanna be with a man if he cant be a man and do the things to you like i canhe cant he cant love you girl hes never gonna love you girl like i love you girlhe cant he cant love you girl hes never gonna love you girl like i love you girlhe cant he cant love you girl hes never gonna love you girl like i love you girlhe cant he cant love you girlhe cant love you like i love you baby you know it too and you should never wanna be with a man if he cant be a man and do the things to you like i canim telling you he cant love you like i love you baby you know it too and you should never wanna be with a man if he cant be a man and do the things to you like i canhe cant love you he cant love you like i love you baby you know it too ",1
63,"separated","avant",2000," yeah yeah listen babeevery time i see you i get a bad vibe just thinkin of someone else in between your thighs and you thought you were slick had tricks up your sleeve but im sick of your stupid acts and i know youre tired of me thats why i saywhen we were together we never turned our backs on each other but now but now that were separated we cant stand one anotheri dont wanna be with you put that on everything i own i cant believe i stayed around that damn long if i never see you again i wont be mad at all no no cause i believe that youre my downfall you did me wrongyou did me wrong i thought you were true yeah you ran out of my life and now im so through with you i wanted you to be there right here with mewhen we were together we never turned our backs on each other but now but now that were separated yeah we cant stand one another baby tell me why why why why whywhen we were together we never turned our backs on each other but now that were separated we cant stand one another its really over babe cause you did me wrongyou did me wrong i thought you were true you ran out of my life and now im so through with youi remember when you used to sit there i would hold you in my arms and you would say to me yeah yeah yeah yeah yeah i used to rub your body and you would say to me yeah yeah yeah when we were together youd say yeah yeah yeah yeah yeah i can hear your body saying yeah yeah yeah sounds so good to me yeah yeah yeah yeahwhen we were together when we were together we never turned our backs on each other we never turned our backs on another but now that were separated no no we cant stand one anotherwhen we were together baby we never turned our backs on each other but now but now that were separated we cant stand one another yeah ",1
64,"i wish","carl thomas",2000," it was love at first sight i know from the way she looked at me her eyes said it alllong days and nights we spent until she dropped the bomb on me when she said that she was unhappily married with childrenand i wish i never met her at all even though i love her so but she got love from me but she still belongs to someone elseit hurts so bad for sure because she wants to be with me but she cannot be with meshe chose to stay at home so they could be a family for the children but what about meand i wish i never met her at all even though i love her so and she got love from me and she still belongs to someone elsemaybe in another life things could be the way we both desired its a catch22 either way it hurts someone that you loseand i wish i never met her at all even though i love her so shes got love from me but she still belongs to someone elseand i and i even though i love her so shes got love from me but she still belongs to someone elsei wish i wish i never met her at all i wouldnt hurt so much inside ",1
65,"u know whats up","donell jones",2000," ooh say what say what say what ooh girl you know whats up ooh say what say what say what ooh girl you know whats upme and my people be rolling trailing on you and your homies the very first day of summer all chromed out in a hummer babe hit the park and parle hope that your off cause youre awake cause you and your girls want to ride play all day puff on the lye1 ooh say what say what say what you know that i like it baby ooh girl you know whats up and you know what i need ooh say what say what say what you know that im bout it baby ooh girl you know whats up ooh2  im digging you im feeling you and you know whats up said im big on you and im wanting you so tell me whats upwe out five and im zoning  running around two in the morning looking fly with that sun dress on i think i feel a bone coming on girl you got me wide open fiending all day and im hoping so baby dont front backseat jeep you know what i wantrepeat 1repeat 2oh yeah whoa digging you you got me big on yourepeat 1repeat 2 till end ",1
66,"faded","souldecision featuring thrust",2000,"when i get you all alone im gonna move in nice and close aint nobody gonna interrupt my game oh no ever since youve been hangin around ive been trying to figure out what im gonna say to you to get something yeah couldnt we do what we did last night couldnt baby you and i be better friends dont you think its time we went a bit further oh yeah every night when we say goodbye how can i help looking in your eyes wondering why that you and i havent hit it can we get it on kind of faded but im feeling alright thinkin about making my move tonight i cant pretend that youre only my friend when youre holdin my body tight cause i like the way youre making your move i like the way youre making me wait at the end of the night im gonna make you feel like mine youll be coming on home with me yeah yeah yeah dont you know youve got it and you know i want it i cant wait to take you home you know youve got it tonight i dont want to be rude at all i just want to be where you go think that we could be alone yeah couldnt we do what we did last night couldnt baby you and i be better friends dont you think its time we went a bit further oh yeah every night when we say goodbye how can i help lookin in your eyes wondering why that you and i havent hit it can we get it on kind of faded but im feeling alright thinkin about making my move tonight i cant pretend that youre only my friend when youre holdin my body tight cause i like the way youre making your move i like the way youre making me wait at the end of the night im gonna make you feel like mine youll be coming on home with me yeah yeah yeah kind of faded but im feeling alright thinkin about making my move tonight i cant pretend that youre only my friend when youre holdin my body tight cause i like the way youre making your move i like the way youre making me wait at the end of the night im gonna make you feel like mine youll be coming on home with me yeah yeah yeah kind of faded but im feeling alright thinkin about making my move tonight i cant pretend that youre only my friend when youre holdin my body tight cause i like the way youre making your move i like the way youre making me wait at the end of the night im gonna make you feel like mine youll be coming on home with me yeah yeah yeah kind of faded but im feeling alright thinkin about making my move tonight i cant pretend that youre only my friend when youre holdin my body tight cause i like the way youre making your move i like the way youre making me wait at the end of the night im gonna make you feel like mine youll be coming on home with me yeah yeah yeah kind of faded but im feeling alright thinkin about making my move tonight i cant pretend that youre only my friend when youre holdin my body tight cause i like the way youre making your move i like the way youre making me wait at the end of the night im gonna make you feel like mine youll be coming on home with me yeah yeah yeah",3
67,"only god knows why","kid rock",2000," ive been sittin here trying to find myself i get behind myself i need to rewind myself looking for the payback listening for the playback they say that every man bleeds just like meand i feel like number one yet im last in line i watch my younger son and it helps to pass the time i take too many pills that helps to ease the pain i made a couple of dollare bills still i feel the sameeverybody knows my name they say it way out loud a lot of folks fuck with me its hard to hang out in a croud i guess thats the price you pay to be some big shot like i am out stretched hands and one night standsstill i cant find love and when the walls are tumbling down i will always be around yeahand when the walls are tumbling down i will always be around people dont know about the things i say and do they dont understand about the shit ive been through its been so long since ive been homeive been gone ive been gone way too long maybe ive forgotten all the things i miss oh somehow i know there is more to life than this ive said it too many times and i still stand firmyou get what you put in and people get what the deserve still i aint seen mine no i aint seen mine ive been given but just aint gettin ive been walkin that thin line so i think ill keep a walking with my head held highill keep moving on and only god knows why only god only god only god knows why only god knows why why why why only god knows whytake it to the river hey take me to the river hey ",1
68,"shake ya ass","mystikal",2000," shake ya ass but watch yourself shake ya ass show me what you workin with shake ya ass but watch yourself shake ya assi came here with my dick in my hand dont make me leave here with my foot in yo ass be cool and dont worry bout how im rippin this shit when im flippin what im kickin nigga thats just what i do im effervescent and im off that crescent nastier than a full grown german shepherd motherfucker keep steppin they dont fuck with me and they dont yall bitches cant catch me and you wont pay ya fare fix ya hair throw that pussy got a prada for boonapalist and donna for my babooski you think im trickin bitch i aint trippin im buyin if you got nice curves for your iceberg drinkin henn and actin like it do somethin to me hope this indecent proposal make you do somethin with me fuck a dollar girl pick up fifty and fuck that coward girl you need a real nigga off top knickaboxers hurtin shit bend over hoe show me what you workin withshake ya ass but watch yourself shake ya ass show me what you workin with shake ya assattention all yall players and pimps right now in the place to be shake ya ass i thought i told yall niggas before yall niggas cant fuck with me watch yourself now this aint for no small booties no sir cause that wont pass show me whatcha workin with but if you feel you got the biggest one then momma come shake ya assshake ya ass but watch yourself shake ya ass show me what you workin with shake ya ass but watch yourself shake ya ass show me what you workin withi like my women fire like cayenne chocolate and bowlegged when im runnin up behind her go head get ya popalock let the cock out for girl dont lie you know you wanna go back to my house the man right chea wanna get under that dress right there you spicy cajun we gon a good time over there you better suck the head on them there crawfish and you gotta bend all the way over to dance off this handle yo business but i know you do it way better you dead wrong so if you talkin bout how niggaz make noise when you pass by get yo fine ass on the floor girl this yo fuckin song do yo thang dont be scared cause you gon get served you get mine then you gon get yours bout to make yo ass love it raise it up show the gstring hustlin hustlinattention all yall players and pimps right now in the place to be shake ya ass i thought i told yall niggas before yall niggas cant fuck with me watch yourself now this aint for no small booties no sir cause that wont pass show me whatcha workin with but if you feel you got the biggest one then momma come shake ya assshake ya ass but watch yourself shake ya ass show me what you workin with shake ya ass but watch yourself shake ya ass show me what you workin withstop yo cryin heifer i dont need all that i got a job for you the braided up pimp is back break them handcuffs fuck you nigga move somethin and if they ask you what you doin say ooohh nuttin and we been doin for the past 2 somethin and ive been beatin that pussy up now its smooth fuckin you can betcha bottom dollar if that pussy fire you gon holla michael tyler so dont act like you dont be backin that stuff up girl in the club cause thats what you got ass for wobble wobble im infatuated bitch ride a dick like she makin a baby and i see that we gon have to go to a quiet corner for just us two an dont worry about who lookin just keep on doin what you doin cause a nigga like me gon get to work before i know the girl bitch whats happenin let em see show the worldattention all yall players and pimps right now in the place to be shake ya ass i thought i told yall niggas before yall niggas cant fuck with me watch yourself now this aint for no small booties no sir cause that wont pass show me whatcha workin with but if you feel you got the biggest one then momma come shake ya assshake ya ass but watch yourself shake ya ass show me what you workin with shake ya ass but watch yourself shake ya ass show me what you workin with shake ya ass but watch yourself shake ya ass show me what you workin with shake ya ass but watch yourself shake ya ass show me what you workin with ",1
69,"bag lady","erykah badu",2000," bag lady you gone hurt your back dragging all them bags like that i guess nobody ever told you all you must hold onto is you is you is youone day all them bags gon get in your way one day all them bags gon get in your way i said one day all them bags gon get in your way one day all them bags gon get in your way so pack light pack light mm pack light pack light oh oohbag lady you gon miss your bus you cant hurry up cause you got too much stuff when they see you coming niggas take off running from you its true oh yes they doone day he gon say you crowding my space one day he gon say you crowding my space i said one day he gon say you crowding my space one day he gon say you crowding my space so pack light pack light mm pack light pack light ooh ooh ",1
70,"meet virginia","train",2000," she doesnt own a dress her hair is always a mess you catch her stealin she wont confess shes beautifulsmokes a pack a day but wait thats me but anyway she doesnt care a thing about that hair she thinks im beautiful meet virginiashe never compromises loves babies and surprises wears high heels when she exercises aint that beautiful meet virginiawell she wants to be the queen then she thinks about her scene pulls her hair back as she screams i dont really wanna be queenher daddy wrestles alligators mama works on carburetors her brother is a fine mediator for the presidentand here she is again on the phone just like me hates to be alone we just like to sit at home and rip on the president meet virginiawell she wants to live her life then she thinks about her life pulls her hair back as she screams i dont really wanna live this life no no noshe only drinks coffee at midnight but the moment is not right and the time is quite unusualyou see her confidence is tragic but her intuition magic and the shape of her body unusualmeet virgina i cant wait to meet virginia yeah yeah hey heywell she wants to be the queen then she thinks about her scene well she wants to live her life then she thinks about her lifepulls her hair back as she screams i dont really wanna be the queen ah ah i dont really wanna be the queen ah ah i dont really wanna be the queen ah ah i dont really wanna live here ",1
71,"party up up in here","dmx",2000," yall gon make me lose my mind up in here up in here yall gon make me go all out up in here up in here yall gon make me act a fool up in here up in here yall gon make me lose my cool up in here up in hereif i gotsta bring it to you cowards then its gonna be quick aight all your mens up in the jail before suck my dick and all them other cats you run with get done with dumb quick how the fuck you gonna cross the dog with some bum shit aight there go the gun click nine one one shit all over some dumb shit aint that some shit yall niggas remind me of a strip club cause everytime you come around its like what i just gotta get my dick sucked and i dont know who the fuck you think you talkin to but im not him aight slim so watch what you do or you gon find yourself buried next to someone else and we all thought you loved yourself but that couldnt have been the issue or maybe they just sayin that now cause they miss you shit a nigga tried to diss you thats why you layin on your back lookin at the roof of the church preacher tellin the truth and it hurtsyall gon make me lose my mind up in here up in here yall gon make me go all out up in here up in here yall gon make me act a fool up in here up in here yall gon make me lose my cool up in here up in hereoff the chain i leave niggas soft in the brain cause niggas still want the fame off the name first of all you aint rapped long enough to be fuckin with me and you you aint strong enough so whatever it is you puffin on that got you think that you superman i got the kryptonite should i smack him with my dick and the mic yall niggas is characters not even good actors whats gon be the outcome hmm lets add up all the factors you wack youre twisted your girls a ho youre broke the kid aint yours and erybody know your old man say you stupid you be like so i love my baby mother i never let her go im tired of weak ass niggas whinin over puss that dont belong to them fuck is wrong with them they fuck it up for real niggas like my mans and them who get it on on the strength of the hands with them manyall gon make me lose my mind up in here up in here yall gon make me go all out up in here up in here yall gon make me act a fool up in here up in here yall gon make me lose my cool up in here up in herei bring down rains so heavy it curse the head no more talkin  put him in the dirt instead you keep walin  lest you tryin to end up red cause if i end up fed yall end up dead cause youse a soft type nigga fake up north type nigga puss like a soft white nigga dog is a dog bloods thicker than water we done been through the mud and we quicker to slaughter the bigger the order the more guns we brought out we run up in there erybody come out dont nobody run out sun in to sun out imma keep the gun out nigga runnin his mouth imma blow his lung out listen yo ass is about to be missin you know who gon find you who some old man fishin grandma wishin your souls at rest but its hard to digest with the size of the hole in your chestyall gon make me lose my mind up in here up in here yall gon make me go all out up in here up in here yall gon make me act a fool up in here up in here yall gon make me lose my cool up in here up in hereone two meet me outside meet me outside meet me outside all my ruff ryders gon meet me outside meet me outside meet me outside all my big ballers gon meet me outside meet me outside meet me outside all my fly ladies gon meet me outside meet me outside meet me outside all my street street peoples meet me outside meet me outside outside motherfuckerx has got yall bouncin again bouncin again bouncebouncin again dark man x got ya bouncin again bouncin again bouncebouncin again swizz beatz got yall bouncin again bouncin again bouncebouncin again ruff ryders got yall bouncin again bouncin again bouncebouncin again dark man keep you bouncin again bouncin again bouncebouncin again dark man keep you bouncin again bouncin again bouncebouncin again all my streets they bouncin again bouncin again were bouncin again swizz swizz beatz we bouncin again bouncin again and we bouncin again double r keep it comin aint nothin yall aint nothin yall can do now ",1
