"Rank","Song","Artist","Year","Lyrics","Source"
14,"rosanna","toto",1982," all i wanna do when i wake up in the morning is see your eyes rosanna rosanna i never thought that a girl like you could ever care for me rosannaall i wanna do in the middle of the evening is hold you tight rosanna rosanna i didnt know you were looking for more than i could ever benot quite a year since she went away rosanna yeah now shes gone and i have to stay meet you all the way meet you all the way rosanna yeah meet you all the way meet you all the way rosanna yeahi can see your face still shining through the window on the other side rosanna rosanna i didnt know that a girl like you could make me feel so sad rosannaall i wanna tell you is now youll never ever have to compromise rosanna rosanna i never thought that losing you could ever hurt so badnot quite a year since she went away rosanna yeah now shes gone and i have to stay meet you all the way meet you all the way rosanna yeah meet you all the way meet you all the way rosanna yeahnot quite a year since she went away rosanna yeah now shes gone and i have to stay meet you all the way meet you all the way rosanna yeah meet you all the way meet you all the way rosanna yeah meet you all the way meet you all the way rosanna yeah meet you all the way meet you all the way rosanna yeah ",1
15,"i cant go for that no can do","daryl hall  john oates",1982,"easy ready willing overtime where does it stop where do you dare me to draw the line you got the body now you want my soul dont even think about it say no go yeah i ill do anything that you want me to yeah i ill do almost anything that you want me to ooh yeah but i cant go for that no no can do i cant go for that no no can do i cant go for that no no can do i cant go for that cant go for that cant go for that cant go for that i can go for being twice as nice i can go for just repeating the same old lines use the body now you want my soul ooh forget about it now say no go yeah i ill do anything that you want me to yeah i ill do almost anything that you want me to ooh yeah but i cant go for that no no can do i cant go for that no no can do i cant go for that no no can do i cant go for that cant go for that cant go for that cant go for that yeah yeah i ill do anything that you want me to yeah i ill do almost anything that you want me to ooh yeah but i cant go for that no no can do i cant go for that no no can do i cant go for that no no can do i cant go for that cant go for that cant go for that cant go for that yeah i cant go for that no no no no no i cant go for that no can do i cant go for that no no no no no i cant go for that no can do i cant go for that no no no no no i cant go for that no can do i cant go for that no no no no no",5
16,"8675309jenny","tommy tutone",1982,NA,NA
17,"key largo","bertie higgins",1982," wrapped around each other trying so hard to stay warm that first cold winter together lying in each others armswatching those old movies falling in love so desperately honey i was your hero and you were my leading ladywe had it all just like bogie and bacall starring in our old late late show sailing away to key largoheres looking at you kid missing all the things we did we can find it once again i know just like they did in key largohoney cant you remember we played all the parts that sweet scene of surrender when you gave me your heartplease say you will play it again cause i love you still baby this cant be the endwe had it all just like bogie and bacall starring in our old late late show sailing away to key largoheres looking at you kid missing all the things we did we can find it once again i know just like they did in key largowe had it all just like bogie and bacall starring in our old late late show sailing away to key largo ",1
18,"you should hear how she talks about you","melissa manchester",1982," shes so very nice you should break the ice let her know that shes on your mind whatcha tryin to hide when you know inside shes the best thing youll ever findahh cant you see it dont you think shes feeling the same ahh i guarantee it shes the one whos calling your nameyou should hear how she talks about you you should hear what she says she says she would be lost without you shes half out of her head out of her headyou should hear how she talks about you she just cant get enough she says she would be lost without you she is really in love shes in love with you boyi aint tellin tales anybody else could repeat the things that ive heard heard shes been talkin sweet and its on the street how a girl being spreadin the wordahh you should hurry you should let her know how you feel ahh now dont you worry se gets scared that love is for realyou should hear how she talks about you you should hear what she says she says she would be lost without you shes half out of her head out of her headyou should hear how she talks about you she is really in love she is really in loveahh you should hurry you should let her know how you feel ahh now dont you worry if youre scared that love is for realyou should hear how she talks about you you should hear what she says she says she would be lost without you shes half out of her head out of her headyou should hear how she talks about you she just cant get enough she says she would be lost without you she is really in love she is really in lovetalk talk talk talk talk talk talk talk talk talk cantcha see cantcha see its me who what you said what you saidyou should hear how she talks about you you should hear what she says what she says she says she would be lost without you shes half out of her head out of her headyou should hear how she talks about you she just cant get enough get enough she says she would be lost without you she is really in love really in loveyou should hear how she talks about you you should hear what she says what she says she says she would be lost without you shes half out of her head out of her headyou should hear how she talks about you ",1
19,"waiting for a girl like you","foreigner",1982," so long ive been looking too hard ive been waiting too long sometimes i dont know what i will find i only know its a matter of time when you love someone when you love someone it feels so right so warm and true i need to know if you feel it too maybe im wrong wont you tell me if im coming on too strong this heart of mine has been hurt before this time i wanna be sure ive been waiting for a girl like you to come into my life ive been waiting for a girl like you and a love that will survive ive been waiting for someone new to make me feel alive yeah waiting for a girl like you to come into my life youre so good when we make love its understood its more than a touch or a word can say only in dreams could it be this way when you love someone yeah really love someone now i know its right from the moment i wake up till deep in the night theres nowhere on earth that id rather be than holding you tenderly ive been waiting for a girl like you to come into my life ive been waiting for a girl like you and a love that will survive ive been waiting for someone new to make me feel alive yeah waiting for a girl like you to come into my life ive been waiting waiting for you ooh ive been waiting ive been waiting ive been waiting for a girl like you ive been waiting wont you come into my life ",1
20,"dont talk to strangers","rick springfield",1982," when you were just a young girl and still in school how come you never learned the golden rule dont talk to strange men dont be a fool im hearing stories i dont think thats coolwhy dont you tell me someone is loving you cause youre my girl some say its no longer true youre seeing some slick continental dude im begging you pleasedont talk to strangers baby dont you talk dont talk to strangers you know hell only use you up dont talk dont talk dont talk dont talk dont talk to him nobody talk nobody ever told younow tell me hows life in the big city i hear the competitions tough baby thats a pity and every mans an actor every girl is pretty i dont like whats getting back to menow whos this don juan ive been hearing of love hurts when only ones in love did you fall at first sight or did you need a shove im begging you pleasedont talk to strangers baby dont you talk dont talk to strangers you know hell only use you up dont talk dont talk dont talk dont talk dont talk to him nobody talk nobody ever told youfais lamour avec moi whats he saying baby viens dormir mon amour i asked you not to talk to him je taime donne moi ton coeur ce soir im begging youdont talk to strangers baby dont you talk dont talk to strangers you know hell only use you up dont talk dont talk dont talk dont talk dont talk to him nobody talk nobody ever told youdont talk to strangers baby dont you talk dont talk to strangers you know hell only use you up dont talk to strangers baby dont you dont talk to strangers baby dont you talkdont talk to strangers dont talk to strangers dont talk to strangers ",1
21,"the sweetest thing ive ever known","juice newton",1982," when i see you in the morning that old sleep still in your eyes i remember all the laughter and the tears we shared last nightand as we lie here just two shadows in the light before the dawn the sweetest thing ive ever known is loving youand i have never been afraid of losing and i have never wanted love to be a chain i only know that when im with you youre my sunshine youre my rain the sweetest thing ive ever known is loving younow you and i were not children we have both been loved before we have given and we have taken many rides on troubled shoresand all the heartaches and temptations only make me love you more the sweetest thing ive ever known is loving youand i have never been afraid of losing and i have never wanted love to be a chain i only know that when im with you youre my sunshine youre my rain the sweetest thing ive ever known is loving youthe sweetest thing ive ever known is loving you ",1
22,"always on my mind","willie nelson",1982," maybe i didnt love you quite as often as i could have and maybe i didnt treat you quite as good as i should have if i made you feel second best girl im sorry i was blindyou were always on my mind you were always on my mindand maybe i didnt hold you all those lonely lonely times i guess i never told you i am so happy that youre mine little things i should have said and done i just never took the time you were always on my mind you were always on my mindtell me tell me that your sweet love hasnt died and give me give me one more chance to keep you satisfied ill keep you satisfiedlittle things i should have said and done i just never took the time you were always on my mind you were always on my mind you were always on my mindyou were always on my mind you were always on my mind you were always on my mind ",1
23,"shake it up","the cars",1982," uh well dance all night play all day dont let nothin get in the way dance all night keep the beat dont you worry bout two left feetshake it up shake it up oo yeah shake it up shake it updance all night and get real loose you dont need no bad excuse dance all night with anyone dont let nobody pick your funshake it up oo oo shake it up yeah yeah shake it up oo oo shake it upthats right i said dance all night go go go dance all night get real low go all night get real hot well shake it up now all youve got woodance oo danceuh well dance all night and whirl your hair make the night cats stop and stare dance all night go to work do the move with a quirky jerkjust shake it up oo oo shake it up oo yeah shake it up shake it upuh well dance all night go go go get so light get real low dance all night get real hot shake it up with all youve got wooshake it up make a scene let them know what you really mean and dance all night keep the beat and dont you worry bout two left feetjust shake it up oo oo shake it up oo oo yeah shake it up oo oo shake it up oh yeahshake it up shake it up babe shake it up oo oo shake it up shake it up babe shake it up oo ooshake it up shake it up yeah yeah shake it up oo oo shake it up shake it up shake it up babe shake it up oo oo ",1
24,"let it whip","dazz band",1982," wanna see you with it sure could treat you right give me just a minute of your time tonightwe both are here to have the fun so let it whipi know youre into groovin love your body language baby let me know you got me sorta anxiouswe both are here to have the fun so let it whipso let it whip lets whip it baby child lets whip it right get a grip lets whip it baby whip it all night well whats your trip oh no child cmon let it whip cmon whip cmon whipnow that you can see how you groove with me what else can i do to get closer to youwe both are here to have the fun so let it whipwe have the natural feeling obviously revealing let me be your paper man id love to be your joker manwe both are here to have the fun so let it whipso let it whip lets whip it baby child lets whip it right get a grip lets whip it baby whip it all night well whats your trip oh no child cmon let it whip cmon whip ohhh cmon whiptheres no time to lose there is no time to lose youre the one i choose its alright youre the one i choose i only wanna be with you youre the one for me cant you see that i i wont waste your time i wont waste your time i sense something divine in you something divine in you yes i do ooohhoohooso let it whip lets whip it baby child lets whip it right get a grip lets whip it baby whip it all night well whats your trip oh no child cmon let it whip cmon whip cmon whiplets whip it baby lets whip it right lets whip it baby whip it all nightcmon whip cmon whiptheres no time to lose there is no time to lose youre the one i choose its alright hey youre the one i choose i only wanna be with you youre the one for me cant you see that i i wont waste your time i wont waste your time i sense something divine in you something divine in you yes i do ooohhoohooso let it whip lets whip it baby child lets whip it right get a grip lets whip it baby whip it all night well whats your trip oh no child cmon let it whip cmon whip cmon whipso let it whip lets whip it baby child fade ",1
25,"we got the beat","the gogos",1982," see the people walking down the street fall in line just watching all their feet they dont know where they want to go but theyre walking in timethey got the beat they got the beat they got the beat yeah they got the beatall the kids just getting out of school they cant wait to hang out and be cool hang around til quarter after twelve thats when they fall in linethey got the beat they got the beat kids got the beat yeah kids got the beatgogo music really makes us dance do the pony puts us in a trance do the watusi just give us a chance thats when we fall in linecause we got the beat we got the beat we got the beat yeah we got itwe got the beat we got the beat we got the beat everybody get on your feet we got the beat we know you can dance to the beat we got the beat jumpin get down we got the beat round and round and roundwe got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat we got the beat ",1
26,"the other woman","ray parker jr",1982,"a good song and a love affair go hand in hand together when you think youve gotten over one the other holds on to your forever ive tried hard to forget to forget love ever lovin you but just when ive convinced myself its over with then i hear that old song that they used to play that old song on the radio just about every day and whenever i hear it all i can do is reminisce about lovin you that old song that they still play that old song keeps me longin for the good old days the lyric and the melody melody remindin me how in love we used to be i shouldnt be tellin you this i know that im out of place out of place but when i love another woman i can still see your face baby maybe this is a sign for us we should get back to try and get back together you cant imagine that those memories those memories do to me every time i hear that old song that they used to play that old song on the radio just about every day whenever i hear it all i can do is reminisce about lovin you that old song that they still play that old song keeps me longin for the good old days the lyric and the melody melody remindin me how in love we used to be that old song think of you and me every time i hear that song i recall the good times when i hear that song that song that song makin me realize that i want you back girl every time i hear that song keep on playin that old song keep on playin that old song ooh when i hear that song keep on playin that old song it reminds me of a love so strong mmm mr dj would you please play keep on playin that old song that old songaca",5
27,"turn your love around","george benson",1982," youve got the love youve got the power but you just dont understand girl youve been charging by the hour for your loveim tryin to show how much i love you still believin in romance youre taking way too many chances with my lovei remember when you used to be the talk of the town all you get is lonelyturn your love around dont you turn me down i can show you how turn your love aroundwithout the woman i can make it but i need the girl to stay oh dont you let the lady take it all awaywhen the woman needs a taste of the yesterday but he stays at home all they get is lonelyturn your love around dont you turn me down i can show you how turn your love aroundoh girl you know me im alone until you show me that youre still in love with me were gonna make it were gonna take it back where we belongturn your love around dont you turn me down i can show you how turn your love aroundturn your love around this time the girl became a woman dont you turn me down every woman needs a man i can show you how i love the girl i love the woman turn your love aroundturn your love around this time the girl became a woman dont you turn me down every woman needs a man i can show you how i love the girl i love the woman turn your love aroundturn your love around this time the girl became a woman dont you turn me down every woman needs a man i can show you how ",1
28,"sweet dreams","air supply",1982," this is the time when you need a friend you just need someone near im not looking forward to the night ive will spend thinking of you when youre not here how many times will i think about the things id like to do always denied the right to live my life the way i want i want to share it with youclose your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreamsi think of your kiss as the days roll by and ill write the words you love and what i cant say in a letter will just have to wait till i get home theres not much time to tell you half the things i should only that im so glad i fell in love with you and id do it again if i couldclose your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreams close your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreamssleep like a child resting deep you dont know what you give me i keep for these moments aloneclose your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreams close your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreamsclose your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreams close your eyes i want to ride the skies in my sweet dreams close your eyes i want to see you tonight in my sweet dreams ",1
29,"only the lonely","the motels",1982," we walked the loneliest mile we smile without any style we kiss all together wrong no intentionwe lie about each others drinks we live without each other thinking what anyone would do without me and youits like i told you only the lonely can playso hold on here we go hold on to nothin we know i feel so lonely way up hereyou mention the time we were together so long ago well i dont remember all i know is it makes me feel good nowits like i told you only the lonely can play only the lonely only the lonely can playonly the lonely only the lonely can play its like i told you only the lonely can play only the lonely only the lonely can play ",1
30,"who can it be now","men at work",1982," who can it be knocking at my door go way dont come round here no more cant you see that its late at night im very tired and im not feeling rightall i wish is to be alone stay away dont you invade my home best off if you hang outside dont come in ill only run and hidewho can it be now who can it be now who can it be now who can it be nowwho can it be knocking at my door make no sound tiptoe across the floor if he hears hell knock all day ill be trapped and here ill have to stayive done no harm i keep to myself theres nothing wrong with my state of mental health i like it here with my childhood friend here they come those feelings againwho can it be now who can it be now who can it be now who can it be nowis it the man come to take me away why do they follow me its not the future that i can see its just my fantasyoh who can it be now who can it be now who can it be now who can it be nowoh who can it be now oh yeah who can it who can it oh who can it be now oh yeah yeah yeah ",1
31,"hold me","fleetwood mac",1982," can you understand me baby dont you hand me a line although it doesnt matter you and me got plenty of timetheres nobody in the future so baby let me hand you my love oh theres no step for you to dance to so slip your hand inside of my glovehold me hold me hold me hold me hold me hold mei dont want no damage but how am i gonna manage with you you hold the percentage but im the fool payin the duesim just around the corner if you got a minute to spare ill be waitin for ya if you ever want to be therehold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold mehold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me hold me ",1
32,"eye in the sky","the alan parsons project",1982," dont think sorrys easily said dont try turnin tables instead youve taken lots of chances before but i aint gonna give anymoredont ask me thats how it goes cause part of me knows what youre thinkindont say words youre gonna regret dont let the fire rush to your head ive heard the accusation before and i aint gonna take any morebelieve me the sun in your eyes made some of the lies worth believingi am the eye in the sky looking at you i can read your mind i am the maker of rules dealing with fools i can cheat you blindand i dont need to see any more to know thati can read your mind looking at you i can read your mind looking at youi can read your mind looking at you i can read your minddont leave false illusion behind dont cry i aint changing my mind so find another fool like before cause i aint gonna live anymorebelieving some of the lies while all of the signs are deceivingi am the eye in the sky looking at you i can read your mind i am the maker of rules dealing with fools i can cheat you blindand i dont need to see any more to know thati can read your mind looking at you i can read your mind looking at youi can read your mind looking at you i can read your mindi am the eye in the sky looking at you i can read your mind i am the maker of rules dealing with fools i can cheat you blindand i dont need to see any more to know thati can read your mind looking at you i can read your mind looking at youi can read your mind looking at you i can read your mind ",1
33,"lets groove","earth wind  fire",1982,"refrain let this groove get you to move its alright alright alright let this groove set in your shoes stand up alright alright gonna tell you what you can do with my love alright let you know girl youre looking good youre out of sight and alright just move yourself and glide like a 747 and lose yourself in the sky among the clouds in the heavens let this groove light up your fuse its alright alright alright let this groove set in your shoes stand up alright let me tell you what you can do with my love its alright alright gotta let you know girl youre looking good youre out of sight youre alright tell the dj to play your favorite tune then you know its okay what you found is happiness now let this groove get of mind to move alright let this groove set in your shoes stand up alright you will find peace of mind on the floor take a little time come and see you and me make a little sign ill be there after awhile if you want my love we can boogie on down down down down lets groove tonight share the spice of life baby slice it right were gonna groove tonight",5
34,"open arms","journey",1982," lying beside you here in the dark feeling your heartbeat with mine softly you whisper youre so sincere how could our love be so blind we sailed on together we drifted apart and here you are by my sideso now i come to you with open arms nothing to hide believe what i say so here i am with open arms hoping youll see what your love means to me open armsliving without you living alone this empty house seems so cold wanting to hold you wanting you near how much i wanted you homenow that youve come back turned night into day i need you to stay ",1
35,"leader of the band","dan fogelberg",1982," an only child alone and wild a cabinet makers son his hands were meant for different work and his heart was known to none he left his home and went his lone and solitary way and he gave to me a gift i know i never can repaya quiet man of music denied a simpler fate he tried to be a soldier once but his music wouldnt wait he earned his love through discipline a thundering velvet hand his gentle means of sculpting souls took me years to understandthe leader of the band is tired and his eyes are growing old but his blood runs through my instrument and his song is in my soul my life has been a poor attempt to imitate the man im just a living legacy to the leader of the bandmy brothers lives were different for they heard another call one went to chicago and the other to st paul and im in colorado when im not in some hotel living out this life ive chose and come to know so welli thank you for the music and your stories of the road i thank you for the freedom when it came my time to go i thank you for the kindness and the times when you got tough and papa i dont think i said i love you near enoughthe leader of the band is tired and his eyes are growing old but his blood runs through my instrument and his song is in my soul my life has been a poor attempt to imitate the man im just a living legacy to the leader of the band i am the living legacy to the leader of the band ",1
36,"leather and lace","stevie nicks and don henley",1982," is love so fragile and the heart so hollow shatter with words impossible to follow youre saying im fragile i try not to be i search only for something i cant seei have my own life and i am stronger than you know but i carry this feeling when you walked into my house that you wont be walking out the door still i carry this feeling when you walked into my house that you wont be walking out the doorlovers forever face to face my city your mountains stay with me stay i need you to love me i need you today give to me your leather take from me my laceyou in the moonlight with your sleepy eyes could you ever love a man like me and you were right when i walked into your house i knew id never want to leave sometimes im a strong man sometimes cold and scared and sometimes i cry but that time i saw you i knew with you to light my nights somehow id get bylovers forever face to face my city your mountains stay with me stay i need you to love me i need you today give to me your leather take from me my lacelovers forever face to face my city your mountains stay with me stay i need you to love me i need you today give to me your leather take from me my lace but take from me my lace take from me my lace ",1
37,"even the nights are better","air supply",1982," i i was the lonely one wondering what went wrong why love had gone and left me lonelyi i was so confused feeling like id just been used then you came to me and my loneliness left mei use to think i was tied to a heartache that was the heartbreak but now that ive found youeven the nights are better now that were here together even the nights are better since i found youeven the days are brighter when someone you loves beside you even the nights are better since i found youyou you knew just what to do cause you had been lonely too and you showed me how to ease the painand you did more than mend a broken heart cause now youve made a fire start and i i can see that you feel the same wayi never dreamed thered be someone to hold me until you told me and now that ive found youeven the nights are better now that were here together even the nights are better since i found youeven the days are brighter when someone you loves beside you even the nights are better since i found youi never dreamed thered be someone to hold me until you told me and now that ive found youeven the nights are better now that were here together even the nights are better since i found youeven the days are brighter when someone you loves beside you even the nights are better since i found youeven the nights are better now that were here together even the nights are better since i found you ",1
38,"ive never been to me","charlene",1982," hey lady you lady cursin at your life youre a discontented mother and a regimented wife ive no doubt you dream about the things you never do but i wish someone had a talk to me like i wanna talk to you ooh ive been to georgia and california and anywhere i could run took the hand of a preacherman and we made love in the sun but i ran out of places and friendly faces because i had to be freeive been to paradise but ive never been to meplease lady please lady dont just walk away cause i have this need to tell you why im all alone today i can see so much of me still living in your eyes wont you share a part of a weary heart that has lived a million lies oh ive been to nice and the isle of greece where i sipped champagne on a yacht i moved like harlow in monte carlo and showed em what ive got ive been undressed by kings and ive seen some things that a woman aint sposed to seeive been to paradise but ive never been to mehey you know what paradise is its a lie a fantasy we create about people and places as wed like them to be but you know what truth is its that little baby youre holding and its that man you fought with this morning the same one youre going to make love with tonight thats truth thats lovesometimes ive been to cryin for unborn children that might have made me complete but i i took the sweet life and never knew id be bitter from the sweet i spent my life exploring the subtle whoring that cost too much to be freehey lady ive been to paradise but ive never been to meive been to paradise  never been to me ive been to georgia and california and anywhere i could run ive been to paradise  never been to me ive been to nice and the isle of greece while i sipped champagne on a yacht ive been to paradise  never been to me ive been to cryin for unborn children  fade ",1
39,"65 love affair","paul davis",1982," i was a car hop you were into the bebop you sang dowopdiddy wopdiddy wopdoo all of them changes you put me throughif i could go back again well i know id never let you go back with all of my friends to that wonderful65 love affair we wasnt gettin nowhere but we didnt care it was a crazy 65 love affair rock n roll was simple and clear oh i still can hear i can hear it baby yeahwell i acted like a dumdum you were bad with your pompoms we said oohwah go team oohwah go oohee baby i want you to knowif i could go back in time well i know somehow youd still be mine i wouldnt be so blind to that wonderful65 love affair when rock n roll was simple and clear oh i still can hear i can hear it babywell i tried to make you give in one night at the drivein you said ohno baby ohno whoo all of them changes you put me throughif i could go back in time well i know somehow youd still be mine i wouldnt be so blind to that wonderful65 love affair we wasnt goin nowhere but we didnt care it was a crazy 65 love affair rock n roll was simple and clear oh i still can hear i can hear it babywe sang dowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdoodowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdoo dowopdiddy wopdiddy wopdooif i could go back again well i know our love would never end back with all of my friends to that wonderful65 love affair rock n roll was simple and clear oh i still can hear i can hear it baby 65 love affair we wasnt goin nowhere but we didnt care ",1
